Place|Address|Phone Number|Website|Actual Place Name|Latitude|Longitude|Place Type|Latest Review|Review Date
Persvaratan LINTONGNIHUTA ,kecamatan RONGGUR NIHUTA, SAMOSIR |Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal
RUMAHOP ENRICO MALAU LINTONGNIHUTA ,kecamatan RONGGUR NIHUTA, SAMOSIR |HQMG+99V, Lintong Nihuta, Kec. Ronggur Nihuta, Kabupaten Samosir, Sumatera Utara|Nomor telepon tidak ditemukan|Alamat web tidak ditemukan|RUMAH OP. ENRICO MALAU|2.5834779|98.7759307|Rumah Kayu|Tidak ada review|Tidak ada review
Gereja Katolik Stasi Sitonggi Tonggi LINTONGNIHUTA ,kecamatan RONGGUR NIHUTA, SAMOSIR |HQJG+6C4, Lintong Nihuta, Kec. Ronggur Nihuta, Kabupaten Samosir, Sumatera Utara 22392|Nomor telepon tidak ditemukan|Alamat web tidak ditemukan|Gereja Katolik Stasi Sitonggi Tonggi|2.580509|98.7760872|Gereja Katolik|Tidak ada review|Tidak ada review
 Sirara Desa Lintongnihuta LINTONGNIHUTA ,kecamatan RONGGUR NIHUTA, SAMOSIR |HQH6+73C, Unnamed Road, Paraduan, Kec. Ronggur Nihuta, Kabupaten Samosir, Sumatera Utara 22392|Nomor telepon tidak ditemukan|Alamat web tidak ditemukan|Sirara Desa Lintongnihuta kecamatan ronggurnihuta|2.5781867|98.7601517|Taman|Tidak ada review|Tidak ada review
MINGGU GASS LINTONGNIHUTA ,kecamatan RONGGUR NIHUTA, SAMOSIR |HQCH+XJ, Lintong Nihuta, Kec. Ronggur Nihuta, Kabupaten Samosir, Sumatera Utara|Nomor telepon tidak ditemukan|Alamat web tidak ditemukan|JUMAT MINGGU DEPAN, GASS !!|2.5724942|98.779082|Hotel|Tidak ada review|Tidak ada review
relusuri Google Maps LINTONGNIHUTA ,kecamatan RONGGUR NIHUTA, SAMOSIR |Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal
Huta sosortolong LINTONGNIHUTA ,kecamatan RONGGUR NIHUTA, SAMOSIR |HQFG+C7R, Lintong Nihuta, Kec. Ronggur Nihuta, Kabupaten Samosir, Sumatera Utara|Nomor telepon tidak ditemukan|Alamat web tidak ditemukan|Huta sosortolong|2.5736001|98.7756556|Kompleks Kondominium|Tidak ada review|Tidak ada review
Gereja katolik St Agustinus Pantilnauli LINTONGNIHUTA ,kecamatan RONGGUR NIHUTA, SAMOSIR |HQX7+MC, Lintong Nihuta, Kec. Ronggur Nihuta, Kabupaten Samosir, Sumatera Utara|Nomor telepon tidak ditemukan|Alamat web tidak ditemukan|Gereja katolik St Agustinus Pantilnauli|2.599235|98.763557|Gereja|Tidak ada review|Tidak ada review
Indoneaia LINTONGNIHUTA ,kecamatan RONGGUR NIHUTA, SAMOSIR |Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal
seang LINTONGNIHUTA ,kecamatan RONGGUR NIHUTA, SAMOSIR |Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal
Lapisan LINTONGNIHUTA ,kecamatan RONGGUR NIHUTA, SAMOSIR |Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal
