Place|Address|Phone Number|Website|Actual Place Name|Latitude|Longitude|Place Type|Latest Review|Review Date
UDJM Fotocopy  ATK Toko Percetakan SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Siopat Sosor, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392|0813-7529-3494|Alamat web tidak ditemukan|UD. JM Fotocopy & ATK|2.6852265|98.7068621|Toko Percetakan|Tidak ada review|Tidak ada review
Bala SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Siopat Sosor, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392|Nomor telepon tidak ditemukan|Alamat web tidak ditemukan|DESA SIOPAT SOSOR|2.6599268|98.7123309|Kantor Perusahaan|Tidak ada review|Tidak ada review
HOMESTAY RENDI ULOS SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |MMPR+GCR, Jl. Raya Simanindo, Situngkir, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22395|0822-1309-2491|Alamat web tidak ditemukan|HOMESTAY RENDI ULOS|2.6863333|98.6909704|Rumah wisata|Tidak ada review|Tidak ada review
Instalasi Farmasi Kabupaten Samosir SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |MPP4+333, Komp. Perkantoran, Parbaba, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara|Nomor telepon tidak ditemukan|Alamat web tidak ditemukan|Instalasi Farmasi Kabupaten Samosir|2.6851254|98.7051566|Kantor Pemerintah|Tidak ada review|Tidak ada review
 Kirim Masukan Produk SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal
Siopat Sosor SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal
SMA Negeri 2 Pangururan SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |MMPV+W36, Situngkir, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22395|Nomor telepon tidak ditemukan|Alamat web tidak ditemukan|SMA Negeri 2 Pangururan|2.6872934|98.6926287|Sekolah menengah|Tidak ada review|Tidak ada review
Sanggar Seni Artturnung SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |MMPV+V2W, Situngkir, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22395|Nomor telepon tidak ditemukan|Alamat web tidak ditemukan|Sanggar Seni Artturnung|2.6872401|98.6925875|Institusi Pendidikan|Tidak ada review|Tidak ada review
KAREN HOMES NBH SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Jl. Perkantoran Parbaba Desa, Siopat Sosor, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392|0852-7689-3693|Alamat web tidak ditemukan|KAREN HOME'S NBH|2.6873878|98.695887|Motel|Tidak ada review|Tidak ada review
RM DANAU TOBA Brunch SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Komplek Perkantoran Parbaba, Jalan FL Tobing, Pasar, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara|Nomor telepon tidak ditemukan|Alamat web tidak ditemukan|RM. DANAU TOBA|2.687065|98.7032637|Kedai Sarapan & Makan Siang|Tidak ada review|Tidak ada review
Ud Horas Jaya SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Situngkir, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara|0822-1144-5046|Alamat web tidak ditemukan|Ud Horas Jaya|2.6871592|98.6963478|Toko|Tidak ada review|Tidak ada review
Puskesmas Parbaba SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |MMQR+C95, Parbaba Dolok, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22395|Nomor telepon tidak ditemukan|Alamat web tidak ditemukan|Puskesmas Parbaba|2.6885086|98.6909777|Pusat Kesehatan Masyarakat|Tidak ada review|Tidak ada review
10 m L SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Siopat Sosor, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392|Nomor telepon tidak ditemukan|Alamat web tidak ditemukan|DESA SIOPAT SOSOR|2.6599268|98.7123309|Kantor Perusahaan|Tidak ada review|Tidak ada review
Kantor Pertana Kabupaten San SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Kompleks Perkantoran Desa Parbaba, Situngkir, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22395|Nomor telepon tidak ditemukan|Alamat web tidak ditemukan|Kantor Pertanahan Kabupaten Samosir|2.6870931|98.7055305|Kantor Pemerintah|Tidak ada review|Tidak ada review
TOKO EXAUDI SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Parbaba, Jl. Raya Simanindo, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22395|Nomor telepon tidak ditemukan|Alamat web tidak ditemukan|TOKO EXAUDI|2.6852959|98.6908223|Toko Perlengkapan Rumah|Tidak ada review|Tidak ada review
Aula UPTDBLK SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |MPH4+XJV, Unnamed Road, Situngkir, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22395|Nomor telepon tidak ditemukan|Alamat web tidak ditemukan|Aula UPTD.BLK|2.679983|98.7065316|Kantor Pemerintah|Tidak ada review|Tidak ada review
RM Dapoer Bunda 3R SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Jl. Raya Simanindo, Situngkir, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392|0812-6997-4505|Alamat web tidak ditemukan|RM Dapoer Bunda 3R|2.6814611|98.6907207|Rumah Makan|Tidak ada review|Tidak ada review
JOVANK SALON  SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Jalan Gereja, Pasar Pangururan, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392|0821-7156-6474|Alamat web tidak ditemukan|JOVANKA BEAUTY SALON & HOMESTAY|2.6813699|98.6909518|Salon Kecantikan|Tidak ada review|Tidak ada review
Tugu Op Marojahan Sihaloho SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |MMJR+795, Jl. Raya Simanindo, Situngkir, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22395|Nomor telepon tidak ditemukan|Alamat web tidak ditemukan|Tugu Op. Marojahan Sihaloho|2.6812751|98.6906747|Pemakaman|Tidak ada review|Tidak ada review
CINDY LAUNDRY SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Desa, siopat sosor, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22395|0813-5040-3034|Alamat web tidak ditemukan|CINDY LAUNDRY|2.6811648|98.6906218|Layanan Binatu|Tidak ada review|Tidak ada review
Dinas Ketahanan panganKabSamosir SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |MPJ4+G5F, Komplek Perkantoran Parbaba, Samosir, Situngkir, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22395|Nomor telepon tidak ditemukan|Alamat web tidak ditemukan|Dinas Ketahanan pangan Kab.Samosir|2.6813234|98.7054245|Kantor Pemerintah|Tidak ada review|Tidak ada review
Dinas Pertanian Perikanan Dan SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |MPJ4+F46, Situngkir, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22395|Nomor telepon tidak ditemukan|Alamat web tidak ditemukan|Dinas Pertanian, Perikanan Dan Peternakan|2.6811649|98.7052807|Kantor Pemerintah Kota|Tidak ada review|Tidak ada review
Ondo Mitra Sejati SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |MMJR+W8P, Situngkir, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22395|Nomor telepon tidak ditemukan|Alamat web tidak ditemukan|Ondo Mitra Sejati|2.6823409|98.690816|Toko Fotokopi|Tidak ada review|Tidak ada review
Apotek Cokalasa SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Jl. Raya Simanindo, Siopat Sosor, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22395|0822-7512-8392|Alamat web tidak ditemukan|Apotek Cokalasa|2.6821732|98.6907377|Apotek|Tidak ada review|Tidak ada review
 Kirim Maaukan Produk SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal
Indoneaia SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal
Sari Homestay Samosir SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Jl. Raya Simanindo, Siopat Sosor, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392|0812-9935-1955|Alamat web tidak ditemukan|Sari Homestay Samosir|2.6821463|98.6905933|Rumah wisata|Tidak ada review|Tidak ada review
Area ini SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal
Warkop 32 Samosi SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Jln.Pangururan Simanindo Desa Siopat Sosor Parbaba, Situngkir, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392|0822-9846-3006|Alamat web tidak ditemukan|Warkop 32 Samosir|2.6834385|98.6908474|Kafe|Tidak ada review|Tidak ada review
PENGINAPAN NYIUR MELAMBAI SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Jl. Raya Simanindo, Siopat Sosor, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara|0821-9463-7761|Alamat web tidak ditemukan|PENGINAPAN NYIUR MELAMBAI|2.6833705|98.6908333|Hotel|Tidak ada review|Tidak ada review
Datapeta2025 SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Siopat Sosor, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392|Nomor telepon tidak ditemukan|Alamat web tidak ditemukan|DESA SIOPAT SOSOR|2.6599268|98.7123309|Kantor Perusahaan|Tidak ada review|Tidak ada review
 Rekomendasi akti SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal
satuan SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal
Elvi tenun SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Siopat Sosor, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392|0821-8165-5071|Alamat web tidak ditemukan|Elvi tenun|2.6834919|98.6923009|Toko|Tidak ada review|Tidak ada review
OHOLONG HOME STAY SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |MMQR+C8R Komplek perkantoran parbaba, siopat sosor, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara|Nomor telepon tidak ditemukan|Alamat web tidak ditemukan|HOLONG HOMESTAY|2.6886206|98.6907589|Rumah wisata|Tidak ada review|Tidak ada review
MANIK RAJA HOMESTAYParbaba SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Jl. Kompleks Perkantoran Parbaba, Siopat Sosor, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392|0812-6576-001|https://www.tiktok.com/@manikrajahomestay._?_t=ZS-8sv3mXb8bje&_r=1|MANIK RAJA HOMESTAY - Parbaba|2.6828686|98.7069135|Motel|Tidak ada review|Tidak ada review
Kantor DPRD Kabupaten Samosir SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |MPM4+6H3, Situngkir, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22395|Nomor telepon tidak ditemukan|Alamat web tidak ditemukan|Kantor DPRD Kabupaten Samosir|2.6830034|98.70642|Dewan|Tidak ada review|Tidak ada review
Rumah Makan Ronauli Indonesia SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |MPM4+HPQ, Situngkir, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara|0812-6511-2724|Alamat web tidak ditemukan|Rumah Makan Ronauli|2.6839564|98.7068577|Restoran Indonesia|Tidak ada review|Tidak ada review
Durian seller SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |MMPR+39F, Jl. Raya Simanindo, Situngkir, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22395|Nomor telepon tidak ditemukan|Alamat web tidak ditemukan|Durian seller|2.6852776|98.6909309|Pertanian|Tidak ada review|Tidak ada review
Sanggar Seni Jolo New SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Siopat Sosor, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22395|0813-7601-5328|Alamat web tidak ditemukan|Sanggar Seni Jolo New|2.6850907|98.6906457|Sekolah Tari|Tidak ada review|Tidak ada review
Gohima Cafe Eatery  Bolu Menara Samosir SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Jl. Raya Simanindo No.Desa, Situngkir, Kec. Pangururan, Siopatsosor, Sumatera Utara 22395|0821-6923-5835|Alamat web tidak ditemukan|Gohima Cafe, Eatery & Bolu Menara Samosir|2.684926|98.6908412|Kafe|Tidak ada review|Tidak ada review
WONO HOMESTAY SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |MMPR+33P, Jl. Lumban Manik Bona Bona Desa, Siopat Sosor, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara|Nomor telepon tidak ditemukan|Alamat web tidak ditemukan|WONO HOMESTAY|2.6852153|98.6902033|Apartemen sewa liburan|Tidak ada review|Tidak ada review
Usaha kue BERKAT YAKIN SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |MMPR+2QV, Siopat sosor, parbaba, Situngkir, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22395|0822-8430-0380|Alamat web tidak ditemukan|Usaha kue BERKAT YAKIN|2.6851243|98.6919181|Prasmanan Kue Manis dan Makanan Penutup|Tidak ada review|Tidak ada review
Persvaratan SIOPAT SOSOR ,kecamatan PANGURURAN, SAMOSIR |Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal|Gagal
